0	9999
1	9998
2	9997
3	9996
4	9995
5	9994
6	9993
7	9992
8	9991
9	9990
10	9989
11	9988
12	9987
13	9986
14	9985
15	9984
16	9983
17	9982
18	9981
19	9980
20	9979
21	9978
22	9977
23	9976
24	9975
25	9974
26	9973
27	9972
28	9971
29	9970
30	9969
31	9968
32	9967
33	9966
34	9965
35	9964
36	9963
37	9962
38	9961
39	9960
40	9959
41	9958
42	9957
43	9956
44	9955
45	9954
46	9953
47	9952
48	9951
49	9950
50	9949
51	9948
52	9947
53	9946
54	9945
55	9944
56	9943
57	9942
58	9941
59	9940
60	9939
61	9938
62	9937
63	9936
64	9935
65	9934
66	9933
67	9932
68	9931
69	9930
70	9929
71	9928
72	9927
73	9926
74	9925
75	9924
76	9923
77	9922
78	9921
79	9920
80	9919
81	9918
82	9917
83	9916
84	9915
85	9914
86	9913
87	9912
88	9911
89	9910
90	9909
91	9908
92	9907
93	9906
94	9905
95	9904
96	9903
97	9902
98	9901
99	9900
100	9899
101	9898
102	9897
103	9896
104	9895
105	9894
106	9893
107	9892
108	9891
109	9890
110	9889
111	9888
112	9887
113	9886
114	9885
115	9884
116	9883
117	9882
118	9881
119	9880
120	9879
121	9878
122	9877
123	9876
124	9875
125	9874
126	9873
127	9872
128	9871
129	9870
130	9869
131	9868
132	9867
133	9866
134	9865
135	9864
136	9863
137	9862
138	9861
139	9860
140	9859
141	9858
142	9857
143	9856
144	9855
145	9854
146	9853
147	9852
148	9851
149	9850
150	9849
151	9848
152	9847
153	9846
154	9845
155	9844
156	9843
157	9842
158	9841
159	9840
160	9839
161	9838
162	9837
163	9836
164	9835
165	9834
166	9833
167	9832
168	9831
169	9830
170	9829
171	9828
172	9827
173	9826
174	9825
175	9824
176	9823
177	9822
178	9821
179	9820
180	9819
181	9818
182	9817
183	9816
184	9815
185	9814
186	9813
187	9812
188	9813
189	9812
190	9811
191	9810
192	9809
193	9808
194	9809
195	9808
196	9807
197	9806
198	9805
199	9804
200	9803
201	9802
202	9801
203	9800
204	9799
205	9798
206	9797
207	9796
208	9795
209	9794
210	9793
211	9792
212	9791
213	9790
214	9789
215	9788
216	9787
217	9786
218	9785
219	9784
220	9783
221	9782
222	9781
223	9780
224	9779
225	9778
226	9777
227	9776
228	9775
229	9774
230	9773
231	9772
232	9771
233	9770
234	9769
235	9768
236	9767
237	9766
238	9765
239	9764
240	9763
241	9762
242	9761
243	9760
244	9759
245	9758
246	9757
247	9756
248	9755
249	9754
250	9753
251	9752
252	9751
253	9752
254	9751
255	9750
256	9749
257	9748
258	9747
259	9746
260	9747
261	9746
262	9745
263	9744
264	9743
265	9742
266	9741
267	9740
268	9739
269	9738
270	9737
271	9736
272	9735
273	9734
274	9733
275	9732
276	9731
277	9730
278	9729
279	9728
280	9727
281	9726
282	9727
283	9726
284	9725
285	9724
286	9723
287	9722
288	9721
289	9720
290	9719
291	9718
292	9717
293	9716
294	9715
295	9714
296	9715
297	9714
298	9713
299	9712
300	9711
301	9710
302	9709
303	9708
304	9707
305	9706
306	9705
307	9704
308	9703
309	9702
310	9701
311	9700
312	9699
313	9698
314	9697
315	9696
316	9695
317	9694
318	9693
319	9694
320	9693
321	9692
322	9691
323	9690
324	9689
325	9688
326	9687
327	9686
328	9685
329	9684
330	9685
331	9684
332	9683
333	9682
334	9681
335	9680
336	9679
337	9678
338	9677
339	9676
340	9675
341	9674
342	9673
343	9672
344	9671
345	9670
346	9669
347	9668
348	9667
349	9666
350	9665
351	9664
352	9663
353	9662
354	9661
355	9660
356	9659
357	9658
358	9657
359	9656
360	9655
361	9654
362	9653
363	9652
364	9651
365	9650
366	9649
367	9648
368	9647
369	9646
370	9645
371	9646
372	9645
373	9644
374	9643
375	9642
376	9641
377	9640
378	9639
379	9638
380	9637
381	9636
382	9635
383	9634
384	9633
385	9632
386	9631
387	9630
388	9629
389	9628
390	9627
391	9626
392	9625
393	9624
394	9623
395	9622
396	9621
397	9620
398	9619
399	9618
400	9617
401	9616
402	9615
403	9614
404	9613
405	9612
406	9611
407	9610
408	9611
409	9610
410	9609
411	9608
412	9607
413	9606
414	9605
415	9604
416	9603
417	9602
418	9601
419	9600
420	9599
421	9598
422	9597
423	9596
424	9595
425	9594
426	9593
427	9592
428	9591
429	9590
430	9589
431	9588
432	9587
433	9586
434	9585
435	9584
436	9583
437	9582
438	9581
439	9580
440	9579
441	9578
442	9577
443	9576
444	9575
445	9574
446	9575
447	9574
448	9573
449	9572
450	9571
451	9570
452	9569
453	9568
454	9567
455	9566
456	9565
457	9564
458	9563
459	9562
460	9561
461	9560
462	9559
463	9558
464	9557
465	9556
466	9555
467	9554
468	9553
469	9552
470	9553
471	9552
472	9551
